data,tags
 msftedit.dll mssvp.dll mapi32.dll wpdshext.dll,normal
 sfc.dll sfc_os.dll,normal
 ntdll.dll kernel32.dll kernelbase.dll msvcrt.dll ole32.dll gdi32.dll shlwapi.dll user32.dll lpk.dll usp10.dll rpcrt4.dll imm32.dll ole32.dll msctf.dll cryptbase.dll clbcatq.dll advapi32.dll sechost.dll oleaut32.dll cryptsp.dll rsaenh.dll rpcrtremote.dll uxtheme.dll thumbcache.dll shell32.dll shlwapi.dll psapi.dll propsys.dll comctl32.dll,normal
 ntdll.dll kernel32.dll version.dll kernelbase.dll chrome_elf.dll msvcrt.dll shell32.dll shlwapi.dll gdi32.dll user32.dll lpk.dll usp10.dll setupapi.dll advapi32.dll sechost.dll rpcrt4.dll winmm.dll profapi.dll imm32.dll msctf.dll version.dll cryptbase.dll apphelp.dll ole32.dll userenv.dll,normal
 ntdll.dll ntdll.dll wow64.dll wow64win.dll wow64cpu.dll kernel32.dll kernel32.dll kernel32.dll user32.dll kernel32.dll kernelbase.dll advapi32.dll msvcrt.dll sechost.dll rpcrt4.dll sspicli.dll cryptbase.dll comctl32.dll gdi32.dll user32.dll lpk.dll bcryptprimitives.dll usp10.dll mfc42u.dll ole32.dll oleaut32.dll odbc32.dll shell32.dll shlwapi.dll imageres.dll wininet.dll urlmon.dll crypt32.dll msasn1.dll iertutil.dll winmm.dll ws2_32.dll nsi.dll imm32.dll msctf.dll odbcint.dll uxtheme.dll riched32.dll riched20.dll winmmbase.dll dwmapi.dll comctl32.dll cryptbase.dll ole32.dll clbcatq.dll shell32.dll shell32.dll shell32.dll tiptsf.dll msado15.dll msdart.dll cryptsp.dll rsaenh.dll rpcrtremote.dll oledb32.dll bcrypt.dll oledb32r.dll comsvcs.dll atl.dll bcryptprimitives.dll msjetoledb40.dll oledb32.dll msjet40.dll mswstr10.dll msjter40.dll msjint40.dll msadox.dll msadrh15.dll msjtes40.dll version.dll gdi32.dll vbajet32.dll spoolss.dll expsrv.dll kernel32.dll msadce.dll msadcer.dll propsys.dll apphelp.dll ieframe.dll setupapi.dll psapi.dll oleacc.dll ntmarta.dll wldap32.dll setupapi.dll cfgmgr32.dll devobj.dll,caidao
 ntdll.dll kernel32.dll kernelbase.dll chrome_elf.dll version.dll msvcrt.dll shell32.dll shlwapi.dll gdi32.dll user32.dll lpk.dll usp10.dll advapi32.dll sechost.dll rpcrt4.dll winmm.dll profapi.dll imm32.dll oledb32.dll msctf.dll uxtheme.dll cryptbase.dll oleaut32.dll dwmapi.dll userenv.dll,normal
 linkinfo.dll explorerframe.dll msftedit.dll msimg32.dll windows.globalization.dll bcp47langs.dll globinputhost.dll tiptsf.dll searchfolder.dll uiautomationcore.dll structuredquery.dll actxprxy.dll thumbcache.dll mssprxy.dll samcli.dll samlib.dll mapi32.dll msjter40.dll mssvp.dll shacct.dll powrprof.dll wtsapi32.dll winsta.dll gdi32.dll networkexplorer.dll twinapi.dll twinapi.appcore.dll idstore.dll provsvc.dll,normal
 ntdll.dll kernel32.dll kernelbase.dll gdi32.dll user32.dll msvcrt.dll imm32.dll oleaut32.dll combase.dll msctf.dll rpcrt4.dll uxtheme.dll dwmapi.dll comctl32.dll ole32.dll sechost.dll cryptbase.dll bcryptprimitives.dll setupapi.dll kernel.appcore.dll,normal
 aelupsvc.dll apphelp.dll,normal
 ntdll.dll kernel32.dll kernelbase.dll msvcrt.dll,normal
 ntdll.dll kernel32.dll kernelbase.dll msvcrt.dll sechost.dll rpcrt4.dll cmdext.dll advapi32.dll,normal
 mlang.dll,normal
 ntdll.dll kernel32.dll kernelbase.dll msvcrt.dll fastprox.dll ncobjapi.dll wbemcomn.dll combase.dll spoolss.dll ws2_32.dll sechost.dll rpcrt4.dll nsi.dll advapi32.dll user32.dll gdi32.dll kernel.appcore.dll cryptbase.dll bcryptprimitives.dll clbcatq.dll wbemprox.dll oleaut32.dll d3d10warp.dll cryptsp.dll rsaenh.dll bcrypt.dll spoolss.dll wbemsvc.dll wmiutils.dll sspicli.dll winnsi.dll version.dll nsi.dll dhcpcsvc6.dll dhcpcsvc.dll cimwin32.dll powrprof.dll dnsapi.dll framedynos.dll winbrand.dll secur32.dll crypt32.dll msasn1.dll security.dll schannel.dll netapi32.dll srvcli.dll wkscli.dll samcli.dll logoncli.dll netutils.dll browcli.dll schedcli.dll dsrole.dll cscapi.dll,normal
 ntdll.dll kernel32.dll kernelbase.dll advapi32.dll msvcrt.dll ole32.dll oleaut32.dll user32.dll cfgmgr32.dll shell32.dll sechost.dll rpcrt4.dll gdi32.dll combase.dll atl.dll imm32.dll msctf.dll kernel.appcore.dll cryptbase.dll bcryptprimitives.dll uxtheme.dll shlwapi.dll mscoree.dll clbcatq.dll userenv.dll profapi.dll propsys.dll bcp47langs.dll shcore.dll linkinfo.dll ntshrui.dll sspicli.dll srvcli.dll twinapi.dll setupapi.dll cfgmgr32.dll cscapi.dll cryptsp.dll rsaenh.dll spoolss.dll provsvc.dll bcrypt.dll ntmarta.dll mscoreei.dll mscorlib.ni.dll clrjit.dll system.ni.dll clr.dll msvcr120_clr0400.dll version.dll psapi.dll servermanager.deploymentprovider.dll system.core.ni.dll system.numerics.ni.dll crypt32.dll system.xml.ni.dll system.directoryservices.ni.dll system.management.ni.dll system.transactions.dll spoolss.dll system.configuration.install.ni.dll system.transactions.ni.dll gpapi.dll system.transactions.dll system.configuration.dll system.configuration.ni.dll secur32.dll wldp.dll system.data.ni.dll ws2_32.dll crypt32.dll nsi.dll msasn1.dll system.data.dll rasapi32.dll rasman.dll rtutils.dll mswsock.dll winhttp.dll winnsi.dll dhcpcsvc6.dll dhcpcsvc.dll system.serviceprocess.ni.dll wmiutils.dll wbemcomn.dll wbemprox.dll wminet_utils.dll wminet_utils.dll napinsp.dll pnrpnsp.dll nlaapi.dll dnsapi.dll winrnr.dll rasadhlp.dll wshbth.dll wbemsvc.dll fastprox.dll,empire
 ntdll.dll kernel32.dll kernelbase.dll advapi32.dll msvcrt.dll atl.dll ole32.dll oleaut32.dll shlwapi.dll secur32.dll user32.dll shell32.dll mscoree.dll sechost.dll combase.dll mscms.dll rpcrt4.dll gdi32.dll combase.dll imm32.dll msctf.dll kernel.appcore.dll cryptbase.dll bcryptprimitives.dll uxtheme.dll clbcatq.dll shcore.dll userenv.dll profapi.dll propsys.dll bcp47langs.dll twinapi.dll cryptsp.dll rsaenh.dll bcrypt.dll ntshrui.dll sspicli.dll uxtheme.dll lpk.dll srvcli.dll setupapi.dll cfgmgr32.dll cscapi.dll ntmarta.dll mscoreei.dll clr.dll shcore.dll msvcr120_clr0400.dll mscorlib.ni.dll system.ni.dll system.core.ni.dll microsoft.powershell.consolehost.ni.dll version.dll psapi.dll system.management.ni.dll clrjit.dll system.management.automation.ni.dll system.numerics.ni.dll system.xml.ni.dll system.directoryservices.ni.dll microsoft.management.infrastructure.ni.dll system.configuration.install.ni.dll system.transactions.ni.dll system.transactions.dll system.configuration.dll dxgi.dll system.configuration.ni.dll secur32.dll microsoft.powershell.security.dll microsoft.powershell.security.ni.dll wldp.dll system.data.ni.dll system.data.dll ws2_32.dll crypt32.dll nsi.dll msasn1.dll microsoft.powershell.commands.utility.ni.dll rasapi32.dll rasman.dll mswsock.dll rtutils.dll winhttp.dll winnsi.dll dhcpcsvc6.dll dhcpcsvc.dll system.security.dll system.security.ni.dll microsoft.powershell.commands.management.ni.dll wmiutils.dll wbemcomn.dll wbemprox.dll wminet_utils.dll wminet_utils.dll napinsp.dll dnsapi.dll combase.dll bcryptprimitives.dll winrnr.dll rasadhlp.dll nlaapi.dll wbemsvc.dll fastprox.dll,empire
 ntdll.dll kernel32.dll kernelbase.dll msvcrt.dll cmdext.dll advapi32.dll sechost.dll rpcrt4.dll,normal
 devrtl.dll,normal
 tpvmw32.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll secur32.dll setupapi.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll kernelbase.dll tpvmw32.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll powrprof.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll sspicli.dll devobj.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll tpvmw32.dll spoolss.dll secur32.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll secur32.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll ntdll.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll ntdll.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll npmproxy.dll spoolss.dll lsasrv.dll audiodev.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll gdi32.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll rsaenh.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll msvcrt.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll secur32.dll spoolss.dll spoolss.dll wbemprox.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll kernelbase.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll msftedit.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll dwrite.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll ntdll.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll tpvmw32.dll secur32.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll msadrh15.dll imm32.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll win32u.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll wer.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll tpvmw32.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll wow64.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll tpvmw32.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll kernel32.dll spoolss.dll spoolss.dll spoolss.dll inputswitch.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll tpvmw32.dll xmllite.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll diasymreader.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll windows.globalization.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll lpk.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll tpvmw32.dll kernel32.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll vbajet32.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll netprofm.dll msdart.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll winmm.dll spoolss.dll spoolss.dll spoolss.dll odbc32.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll wintrust.dll spoolss.dll spoolss.dll spoolss.dll structuredquery.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll system.security.ni.dll spoolss.dll spoolss.dll msvcrt.dll spoolss.dll spoolss.dll spoolss.dll spoolss.dll,normal
 ntprint.dll mscms.dll mscms.dll ntprint.dll mscms.dll mscms.dll ntprint.dll mscms.dll wer.dll mscms.dll ntprint.dll mscms.dll mscms.dll ntprint.dll mscms.dll mscms.dll ntprint.dll mscms.dll mscms.dll sechost.dll ntprint.dll mscms.dll mscms.dll,normal
 msftedit.dll msimg32.dll,normal
 aelupsvc.dll apphelp.dll,normal
 ntdll.dll kernelbase.dll msvcrt.dll,normal
 ntdll.dll kernel32.dll kernelbase.dll gdi32.dll user32.dll msvcrt.dll imm32.dll oleaut32.dll combase.dll msctf.dll rpcrt4.dll uxtheme.dll comctl32.dll ole32.dll sechost.dll kernel.appcore.dll spoolss.dll cryptbase.dll bcryptprimitives.dll,normal
 ntdll.dll kernel32.dll kernelbase.dll user32.dll win32u.dll gdi32.dll gdi32full.dll msvcrt.dll shell32.dll gdi32.dll cfgmgr32.dll windows.storage.dll combase.dll ucrtbase.dll rpcrt4.dll bcryptprimitives.dll powrprof.dll advapi32.dll sechost.dll shlwapi.dll kernel.appcore.dll shcore.dll profapi.dll imm32.dll ole32.dll uxtheme.dll propsys.dll oleaut32.dll msvcp_win.dll clbcatq.dll cryptdll.dll edputil.dll comctl32.dll urlmon.dll secur32.dll iertutil.dll sspicli.dll,normal
 ntdll.dll kernel32.dll kernelbase.dll advapi32.dll msvcrt.dll sechost.dll rpcrt4.dll oleaut32.dll msvcp_win.dll ucrtbase.dll combase.dll bcryptprimitives.dll ole32.dll setupapi.dll gdi32.dll gdi32full.dll user32.dll win32u.dll crypt32.dll msasn1.dll wintrust.dll sspicli.dll mpclient.dll userenv.dll profapi.dll gpapi.dll version.dll version.dll ws2_32.dll winhttp.dll mpcommu.dll kernel.appcore.dll clbcatq.dll shcore.dll wuapi.dll wups.dll wups.dll msvcp110_win.dll policymanager.dll mapi32.dll mscms.dll updatepolicy.dll,normal
 ntdll.dll kernel32.dll kernelbase.dll msvcrt.dll conhostv2.dll setupapi.dll combase.dll ucrtbase.dll setupapi.dll rpcrt4.dll bcryptprimitives.dll gdi32.dll gdi32full.dll user32.dll win32u.dll imm32.dll oleaut32.dll msvcp_win.dll propsys.dll sechost.dll shcore.dll shell32.dll cfgmgr32.dll windows.storage.dll powrprof.dll advapi32.dll shlwapi.dll kernel.appcore.dll profapi.dll,normal
 combase.dll ntdll.dll kernel32.dll kernelbase.dll user32.dll win32u.dll gdi32.dll gdi32full.dll msvcrt.dll shell32.dll cfgmgr32.dll windows.storage.dll combase.dll ucrtbase.dll rpcrt4.dll bcryptprimitives.dll powrprof.dll advapi32.dll sechost.dll shlwapi.dll kernel.appcore.dll wininet.dll shcore.dll profapi.dll imm32.dll winmmbase.dll ole32.dll uxtheme.dll propsys.dll oleaut32.dll msvcp_win.dll clbcatq.dll edputil.dll comctl32.dll urlmon.dll iertutil.dll sspicli.dll,normal
 bcrypt.dll ntdll.dll kernel32.dll kernelbase.dll advapi32.dll msvcrt.dll sechost.dll rpcrt4.dll version.dll bcryptprimitives.dll msvcrt.dll mpclient.dll oleaut32.dll msvcp_win.dll ucrtbase.dll combase.dll ole32.dll gdi32.dll gdi32full.dll user32.dll win32u.dll crypt32.dll msasn1.dll userenv.dll profapi.dll gpapi.dll cabinet.dll kernel.appcore.dll,normal
 ntdll.dll kernel32.dll kernelbase.dll spoolss.dll msvcrt.dll combase.dll ucrtbase.dll rpcrt4.dll bcryptprimitives.dll wuaueng.dll sechost.dll oleaut32.dll msvcp_win.dll spoolss.dll powrprof.dll crypt32.dll msasn1.dll ws2_32.dll winhttp.dll kernel.appcore.dll user32.dll profapi.dll win32u.dll gdi32.dll gdi32full.dll wups.dll wups2.dll clbcatq.dll wups2.dll wuuhext.dll cfgmgr32.dll cryptsp.dll cabinet.dll msxml6.dll,normal
 ntdll.dll kernel32.dll kernelbase.dll msvcrt.dll combase.dll rpcrt4.dll ucrtbase.dll rpcrt4.dll bcryptprimitives.dll user32.dll gdi32.dll gdi32full.dll user32.dll win32u.dll imm32.dll oleaut32.dll msvcp_win.dll propsys.dll sechost.dll shcore.dll conhostv2.dll shell32.dll cfgmgr32.dll windows.storage.dll powrprof.dll advapi32.dll shlwapi.dll kernel.appcore.dll profapi.dll,normal
 advapi32.dll ntmarta.dll,normal
 ntdll.dll kernel32.dll kernelbase.dll advapi32.dll msvcrt.dll sechost.dll rpcrt4.dll atl.dll ole32.dll user32.dll win32u.dll gdi32.dll gdi32full.dll combase.dll ucrtbase.dll bcryptprimitives.dll oleaut32.dll msvcp_win.dll mscoree.dll imm32.dll mscoreei.dll shlwapi.dll advapi32.dll kernel.appcore.dll version.dll secur32.dll clr.dll msvcr120_clr0400.dll psapi.dll mscorlib.ni.dll system.ni.dll system.core.ni.dll cryptsp.dll rsaenh.dll spoolss.dll bcrypt.dll cryptbase.dll microsoft.powershell.consolehost.ni.dll clbcatq.dll system.management.automation.ni.dll psapi.dll msvcrt.dll shell32.dll cfgmgr32.dll windows.storage.dll powrprof.dll shcore.dll profapi.dll wintrust.dll msasn1.dll crypt32.dll gpapi.dll combase.dll spoolss.dll amsi.dll tiptsf.dll system.xml.ni.dll imageres.dll mpoav.dll microsoft.management.infrastructure.ni.dll system.management.ni.dll system.directoryservices.ni.dll system.configuration.dll system.configuration.ni.dll system.numerics.ni.dll system.data.ni.dll system.data.dll ws2_32.dll clrjit.dll microsoft.powershell.security.ni.dll spoolss.dll system.transactions.ni.dll system.transactions.dll secur32.dll sspicli.dll microsoft.csharp.dll microsoft.csharp.ni.dll wldp.dll uxtheme.dll mpclient.dll userenv.dll microsoft.powershell.commands.utility.ni.dll system.configuration.install.ni.dll rasapi32.dll rasman.dll rtutils.dll mswsock.dll winhttp.dll ondemandconnroutehelper.dll nsi.dll dhcpcsvc6.dll dhcpcsvc.dll system.security.dll system.security.ni.dll microsoft.powershell.commands.management.ni.dll wmiutils.dll wbemcomn.dll wbemprox.dll wminet_utils.dll wminet_utils.dll napinsp.dll dnsapi.dll winrnr.dll nlaapi.dll rasadhlp.dll wbemsvc.dll fastprox.dll,empire
 explorerframe.dll thumbcache.dll policymanager.dll msvcp110_win.dll msftedit.dll smdiagnostics.dll kernel32.dll windows.globalization.dll bcp47langs.dll globinputhost.dll structuredquery.dll tiptsf.dll linkinfo.dll windows.storage.search.dll samcli.dll samlib.dll searchfolder.dll mssvp.dll coml2.dll mapi32.dll onecorecommonproxystub.dll setupapi.dll actxprxy.dll twinapi.dll ehstorshell.dll cscui.dll networkexplorer.dll accessibility.ni.dll msftedit.dll,normal
 ntdll.dll kernel32.dll kernelbase.dll gdi32.dll gdi32full.dll user32.dll win32u.dll msvcrt.dll ole32.dll combase.dll ucrtbase.dll rpcrt4.dll bcryptprimitives.dll secur32.dll sechost.dll shlwapi.dll mfc42u.dll oleaut32.dll msvcp_win.dll mmcbase.dll uxtheme.dll duser.dll odbc32.dll advapi32.dll shcore.dll dpapi.dll imm32.dll dui70.dll comctl32.dll shell32.dll cfgmgr32.dll windows.storage.dll kernelbase.dll powrprof.dll kernel.appcore.dll profapi.dll urlmon.dll iertutil.dll clbcatq.dll kernelbase.dll msctf.dll mmcndmgr.dll msxml6.dll apphelp.dll els.dll usp10.dll wintrust.dll msasn1.dll crypt32.dll netutils.dll dsrole.dll logoncli.dll srvcli.dll wkscli.dll ntdsapi.dll ws2_32.dll version.dll activeds.dll mpr.dll bcrypt.dll duser.dll adsldpc.dll wldap32.dll riched32.dll riched20.dll secur32.dll usp10.dll msls31.dll dwmapi.dll cryptsp.dll rsaenh.dll cryptbase.dll imagehlp.dll gpapi.dll elsext.dll msctf.dll oleacc.dll spoolss.dll propsys.dll comctl32.dll mlang.dll dataexchange.dll d3d11.dll dcomp.dll dwmapi.dll dxgi.dll twinapi.appcore.dll xmllite.dll atlthunk.dll atlthunk.dll mscoree.dll mscoreei.dll clr.dll msvcr120_clr0400.dll psapi.dll mscorlib.ni.dll sxs.dll system.ni.dll mmcex.ni.dll mmcfxcommon.ni.dll system.core.ni.dll system.configuration.dll user32.dll system.configuration.ni.dll system.xml.ni.dll system.drawing.ni.dll system.windows.forms.ni.dll diasymreader.dll microsoft.managementconsole.ni.dll clrjit.dll cryptsp.dll eventviewer.ni.dll miguicontrols.ni.dll gdiplus.dll windowscodecs.dll userenv.dll sspicli.dll system.serviceprocess.ni.dll wecapi.dll wevtapi.dll edputil.dll dwrite.dll riched20.dll usp10.dll msls31.dll system.web.dll system.web.ni.dll comdlg32.dll secur32.dll mswsock.dll spoolss.dll dnsapi.dll oleacc.dll rasadhlp.dll nsi.dll gdi32.dll dsparse.dll msv1_0.dll ntlmshared.dll cryptdll.dll explorerframe.dll thumbcache.dll msftedit.dll windows.globalization.dll bcp47langs.dll globinputhost.dll tiptsf.dll linkinfo.dll windows.storage.search.dll searchfolder.dll structuredquery.dll mssvp.dll policymanager.dll msvcp110_win.dll coml2.dll mapi32.dll onecorecommonproxystub.dll samcli.dll samlib.dll actxprxy.dll twinapi.dll ehstorshell.dll napinsp.dll setupapi.dll cscui.dll networkexplorer.dll winmm.dll winmmbase.dll,normal
 ntdll.dll kernel32.dll kernelbase.dll advapi32.dll msvcrt.dll sechost.dll rpcrt4.dll version.dll bcryptprimitives.dll msvcrt.dll kernel.appcore.dll,normal
 ntdll.dll kernel32.dll kernelbase.dll advapi32.dll gdiplus.dll msvcrt.dll sechost.dll rpcrt4.dll version.dll bcryptprimitives.dll ntmarta.dll ucrtbase.dll kernel.appcore.dll,normal
 ntdll.dll kernel32.dll kernelbase.dll msvcrt.dll conhostv2.dll combase.dll ucrtbase.dll rpcrt4.dll bcryptprimitives.dll gdi32.dll gdi32full.dll user32.dll win32u.dll imm32.dll oleaut32.dll msvcp_win.dll propsys.dll sechost.dll shcore.dll shell32.dll devicecenter.dll advapi32.dll shlwapi.dll kernel.appcore.dll profapi.dll uxtheme.dll cfgmgr32.dll rpcrt4.dll windows.storage.dll powrprof.dll msctf.dll dwmapi.dll clbcatq.dll comctl32.dll,normal
 mdmregistration.dll dmcmnutils.dll msvcp110_win.dll ncrypt.dll winhttp.dll ntmarta.dll ntasn1.dll cfgmgr32.dll devobj.dll mpengine.dll wofutil.dll mdmregistration.dll dmcmnutils.dll devobj.dll cfgmgr32.dll msvcp110_win.dll ncrypt.dll winhttp.dll ntasn1.dll mpengine.dll,normal
