data,tags
"A dwarf’s face, mauve and wrinkled like little Rudy’s was. Dwarf’sbody, weak as putty, in a whitelined deal box. Burial friendly societypays. Penny a week for a sod of turf. Our. Little. Beggar. Baby. Meantnothing. Mistake of nature. If it’s healthy it’s from the mother. Ifnot from the man. Better luck next time.",Ulysses by James Joyce
"Dorian Gray grew sick with fear.  ""I never knew her,"" he stammered.  ""Inever heard of her.  You are mad.""",The Picture of Dorian Gray by Oscar Wilde
"Thanks, I won't have anything more, said the painter, taking his capand coat off and throwing them on the bag that he had placed in thecorner.  ""And now, my dear fellow, I want to speak to you seriously.Don't frown like that.  You make it so much more difficult for me.""",The Picture of Dorian Gray by Oscar Wilde
"You can dine with me to-night, Dorian, can't you?",The Picture of Dorian Gray by Oscar Wilde
Mary had neither genius nor taste; and though vanity had given herapplication%2c it had given her likewise a pedantic air and conceitedmanner%2c which would have injured a higher degree of excellence than shehad reached. Elizabeth%2c easy and unaffected%2c had been listened to withmuch more pleasure%2c though not playing half so well; and Mary%2c at theend of a long concerto%2c was glad to purchase praise and gratitude byScotch and Irish airs%2c at the request of her younger sisters%2c who%2cwith some of the Lucases%2c and two or three officers%2c joined eagerly indancing at one end of the room.,Pride and Prejudice by Jane Austen
"  Thus with new ardour he the brave inspires;  Or thus the fearful with reproaches fires:  ""Shame to your country, scandal of your kind;  Born to the fate ye well deserve to find!  Why stand ye gazing round the dreadful plain,  Prepared for flight, but doom'd to fly in vain?  Confused and panting thus, the hunted deer  Falls as he flies, a victim to his fear.  Still must ye wait the foes, and still retire,  Till yon tall vessels blaze with Trojan fire?  Or trust ye, Jove a valiant foe shall chase,  To save a trembling, heartless, dastard race?""",The Iliad by Homer
“Certainly%2c sir; and it has the advantage also of being in vogue amongstthe less polished societies of the world. Every savage can dance.”,Pride and Prejudice by Jane Austen
"‘I’d rather not,’ the Cat remarked.",Alice's Adventures in Wonderland by Lewis Carroll
"‘Please, then,’ said Alice, ‘how am I to get in?’",Alice's Adventures in Wonderland by Lewis Carroll
"Something going on: some sodality. Pity so empty. Nice discreet placeto be next some girl. Who is my neighbour? Jammed by the hour to slowmusic. That woman at midnight mass. Seventh heaven. Women knelt in thebenches with crimson halters round their necks, heads bowed. A batchknelt at the altarrails. The priest went along by them, murmuring,holding the thing in his hands. He stopped at each, took out acommunion, shook a drop or two (are they in water?) off it and put itneatly into her mouth. Her hat and head sank. Then the next one. Her hatsank at once. Then the next one: a small old woman. The priest bent downto put it into her mouth, murmuring all the time. Latin. The next one.Shut your eyes and open your mouth. What? Corpus: body. Corpse. Goodidea the Latin. Stupefies them first. Hospice for the dying. Theydon’t seem to chew it: only swallow it down. Rum idea: eating bits ofa corpse. Why the cannibals cotton to it.",Ulysses by James Joyce
"  Thus the blest gods the genial day prolong,  In feasts ambrosial, and celestial song.(75)  Apollo tuned the lyre; the Muses round  With voice alternate aid the silver sound.  Meantime the radiant sun to mortal sight  Descending swift, roll'd down the rapid light:  Then to their starry domes the gods depart,  The shining monuments of Vulcan's art:  Jove on his couch reclined his awful head,  And Juno slumber'd on the golden bed.",The Iliad by Homer
"‘Only mustard isn’t a bird,’ Alice remarked.",Alice's Adventures in Wonderland by Lewis Carroll
When that business was over%2c he applied to Miss Bingley and Elizabethfor an indulgence of some music. Miss Bingley moved with some alacrityto the pianoforte; and%2c after a polite request that Elizabeth would leadthe way which the other as politely and more earnestly negatived%2c sheseated herself.,Pride and Prejudice by Jane Austen
"  He spoke, and transport fill'd Tydides' heart;  In earth the generous warrior fix'd his dart,  Then friendly, thus the Lycian prince address'd:  ""Welcome, my brave hereditary guest!  Thus ever let us meet, with kind embrace,  Nor stain the sacred friendship of our race.  Know, chief, our grandsires have been guests of old;  OEneus the strong, Bellerophon the bold:  Our ancient seat his honour'd presence graced,  Where twenty days in genial rites he pass'd.  The parting heroes mutual presents left;  A golden goblet was thy grandsire's gift;  OEneus a belt of matchless work bestowed,  That rich with Tyrian dye refulgent glow'd.  (This from his pledge I learn'd, which, safely stored  Among my treasures, still adorns my board:  For Tydeus left me young, when Thebe's wall  Beheld the sons of Greece untimely fall.)  Mindful of this, in friendship let us join;  If heaven our steps to foreign lands incline,  My guest in Argos thou, and I in Lycia thine.  Enough of Trojans to this lance shall yield,  In the full harvest of yon ample field;  Enough of Greeks shall dye thy spear with gore;  But thou and Diomed be foes no more.  Now change we arms, and prove to either host  We guard the friendship of the line we boast.""",The Iliad by Homer
"But suppose, Harry, I became haggard, and old, and wrinkled?  Whatthen?",The Picture of Dorian Gray by Oscar Wilde
"Alice was more and more puzzled, but she thought there was no use insaying anything more till the Pigeon had finished.",Alice's Adventures in Wonderland by Lewis Carroll
"‘I don’t know of any that do,’ Alice said very politely, feeling quitepleased to have got into a conversation.",Alice's Adventures in Wonderland by Lewis Carroll
"—To cheer a fellow up, Martin Cunningham said. It’s puregoodheartedness: damn the thing else.",Ulysses by James Joyce
"Thin-lipped wisdom spoke at her from the worn chair, hinted atprudence, quoted from that book of cowardice whose author apes the nameof common sense.  She did not listen.  She was free in her prison ofpassion.  Her prince, Prince Charming, was with her.  She had called onmemory to remake him.  She had sent her soul to search for him, and ithad brought him back.  His kiss burned again upon her mouth.  Hereyelids were warm with his breath.",The Picture of Dorian Gray by Oscar Wilde
"In the war of Troy, the Greeks having sacked some of the neighbouringtowns, and taken from thence two beautiful captives, Chryseis and Briseis,allotted the first to Agamemnon, and the last to Achilles. Chryses, thefather of Chryseis, and priest of Apollo, comes to the Grecian camp toransom her; with which the action of the poem opens, in the tenth year ofthe siege. The priest being refused, and insolently dismissed byAgamemnon, entreats for vengeance from his god; who inflicts a pestilenceon the Greeks. Achilles calls a council, and encourages Chalcas to declarethe cause of it; who attributes it to the refusal of Chryseis. The king,being obliged to send back his captive, enters into a furious contest withAchilles, which Nestor pacifies; however, as he had the absolute commandof the army, he seizes on Briseis in revenge. Achilles in discontentwithdraws himself and his forces from the rest of the Greeks; andcomplaining to Thetis, she supplicates Jupiter to render them sensible ofthe wrong done to her son, by giving victory to the Trojans. Jupiter,granting her suit, incenses Juno: between whom the debate runs high, tillthey are reconciled by the address of Vulcan.",The Iliad by Homer
"A divided drove of branded cattle passed the windows, lowing, slouchingby on padded hoofs, whisking their tails slowly on their clotted bonycroups. Outside them and through them ran raddled sheep bleating theirfear.",Ulysses by James Joyce
"Dorian, said Lord Henry at last, as the _chaud-froid_ was being handedround, ""what is the matter with you to-night? You are quite out ofsorts.""",The Picture of Dorian Gray by Oscar Wilde
"Thanks, Basil, answered Dorian Gray, pressing his hand.  ""I knew thatyou would understand me.  Harry is so cynical, he terrifies me.  Buthere is the orchestra.  It is quite dreadful, but it only lasts forabout five minutes.  Then the curtain rises, and you will see the girlto whom I am going to give all my life, to whom I have given everythingthat is good in me.""",The Picture of Dorian Gray by Oscar Wilde
"As for Homer's repetitions, we may divide them into three sorts: of wholenarrations and speeches, of single sentences, and of one verse orhemistitch. I hope it is not impossible to have such a regard to these, asneither to lose so known a mark of the author on the one hand, nor tooffend the reader too much on the other. The repetition is not ungracefulin those speeches, where the dignity of the speaker renders it a sort ofinsolence to alter his words; as in the messages from gods to men, or fromhigher powers to inferiors in concerns of state, or where the ceremonialof religion seems to require it, in the solemn forms of prayers, oaths, orthe like. In other cases, I believe the best rule is, to be guided by thenearness, or distance, at which the repetitions are placed in theoriginal: when they follow too close, one may vary the expression; but itis a question, whether a professed translator be authorized to omit any:if they be tedious, the author is to answer for it.",The Iliad by Homer
Elizabeth passed the chief of the night in her sister's room%2c and in themorning had the pleasure of being able to send a tolerable answer to theinquiries which she very early received from Mr. Bingley by a housemaid%2cand some time afterwards from the two elegant ladies who waited on hissisters. In spite of this amendment%2c however%2c she requested to have anote sent to Longbourn%2c desiring her mother to visit Jane%2c and form herown judgement of her situation. The note was immediately dispatched%2c andits contents as quickly complied with. Mrs. Bennet%2c accompanied by hertwo youngest girls%2c reached Netherfield soon after the family breakfast.,Pride and Prejudice by Jane Austen
“That is as it happens. It does not follow that a deep%2c intricatecharacter is more or less estimable than such a one as yours.”,Pride and Prejudice by Jane Austen
"Gasworks. Whooping cough they say it cures. Good job Milly never gotit. Poor children! Doubles them up black and blue in convulsions. Shamereally. Got off lightly with illnesses compared. Only measles. Flaxseedtea. Scarlatina, influenza epidemics. Canvassing for death. Don’t missthis chance. Dogs’ home over there. Poor old Athos! Be good to Athos,Leopold, is my last wish. Thy will be done. We obey them in the grave. Adying scrawl. He took it to heart, pined away. Quiet brute. Old men’sdogs usually are.",Ulysses by James Joyce
"  The goddess spoke: the rolling waves unclose;  Then down the steep she plunged from whence she rose,  And left him sorrowing on the lonely coast,  In wild resentment for the fair he lost.",The Iliad by Homer
A seventh gravedigger came beside Mr Bloom to take up an idle spade.,Ulysses by James Joyce
“How many letters you must have occasion to write in the course of ayear! Letters of business%2c too! How odious I should think them!”,Pride and Prejudice by Jane Austen
‘Did you say “What a pity!”?’ the Rabbit asked.,Alice's Adventures in Wonderland by Lewis Carroll
After a few minutes' reflection%2c however%2c she continued%2c “I _do_remember his boasting one day%2c at Netherfield%2c of the implacability ofhis resentments%2c of his having an unforgiving temper. His dispositionmust be dreadful.”,Pride and Prejudice by Jane Austen
"Mr Bloom, about to speak, closed his lips again. Martin Cunningham’slarge eyes. Looking away now. Sympathetic human man he is. Intelligent.Like Shakespeare’s face. Always a good word to say. They have no mercyon that here or infanticide. Refuse christian burial. They used to drivea stake of wood through his heart in the grave. As if it wasn’t brokenalready. Yet sometimes they repent too late. Found in the riverbedclutching rushes. He looked at me. And that awful drunkard of a wifeof his. Setting up house for her time after time and then pawning thefurniture on him every Saturday almost. Leading him the life of thedamned. Wear the heart out of a stone, that. Monday morning. Startafresh. Shoulder to the wheel. Lord, she must have looked a sightthat night Dedalus told me he was in there. Drunk about the place andcapering with Martin’s umbrella.",Ulysses by James Joyce
"‘A fine day, your Majesty!’ the Duchess began in a low, weak voice.",Alice's Adventures in Wonderland by Lewis Carroll
“I am astonished%2c my dear%2c” said Mrs. Bennet%2c “that you should be soready to think your own children silly. If I wished to think slightinglyof anybody's children%2c it should not be of my own%2c however.”,Pride and Prejudice by Jane Austen
“You are a very strange creature by way of a friend!--always wanting meto play and sing before anybody and everybody! If my vanity had takena musical turn%2c you would have been invaluable; but as it is%2c I wouldreally rather not sit down before those who must be in the habit ofhearing the very best performers.” On Miss Lucas's persevering%2c however%2cshe added%2c “Very well%2c if it must be so%2c it must.” And gravely glancingat Mr. Darcy%2c “There is a fine old saying%2c which everybody here is ofcourse familiar with: 'Keep your breath to cool your porridge'; and Ishall keep mine to swell my song.”,Pride and Prejudice by Jane Austen
You must.  You have no choice.  Don't delay.,The Picture of Dorian Gray by Oscar Wilde
"A typesetter brought him a limp galleypage. He began to check itsilently. Mr Bloom stood by, hearing the loud throbs of cranks, watchingthe silent typesetters at their cases.",Ulysses by James Joyce
A stifled sigh came from under Mr Power’s hand.,Ulysses by James Joyce
"You must have something to do with it.  Wait, wait a moment; listen tome.  Only listen, Alan.  All I ask of you is to perform a certainscientific experiment.  You go to hospitals and dead-houses, and thehorrors that you do there don't affect you.  If in some hideousdissecting-room or fetid laboratory you found this man lying on aleaden table with red gutters scooped out in it for the blood to flowthrough, you would simply look upon him as an admirable subject.  Youwould not turn a hair.  You would not believe that you were doinganything wrong.  On the contrary, you would probably feel that you werebenefiting the human race, or increasing the sum of knowledge in theworld, or gratifying intellectual curiosity, or something of that kind.What I want you to do is merely what you have often done before.Indeed, to destroy a body must be far less horrible than what you areaccustomed to work at.  And, remember, it is the only piece of evidenceagainst me.  If it is discovered, I am lost; and it is sure to bediscovered unless you help me.",The Picture of Dorian Gray by Oscar Wilde
"It is owing to the same vast invention, that his similes have been thoughttoo exuberant and full of circumstances. The force of this faculty is seenin nothing more, than in its inability to confine itself to that singlecircumstance upon which the comparison is grounded: it runs out intoembellishments of additional images, which, however, are so managed as notto overpower the main one. His similes are like pictures, where theprincipal figure has not only its proportion given agreeable to theoriginal, but is also set off with occasional ornaments and prospects. Thesame will account for his manner of heaping a number of comparisonstogether in one breath, when his fancy suggested to him at once so manyvarious and correspondent images. The reader will easily extend thisobservation to more objections of the same kind.",The Iliad by Homer
Mr. Darcy took her advice%2c and did finish his letter.,Pride and Prejudice by Jane Austen
He looked about him round his loud unanswering machines.,Ulysses by James Joyce
"—And Xenophon looked upon Marathon, Mr Dedalus said, looking again onthe fireplace and to the window, and Marathon looked on the sea.",Ulysses by James Joyce
"The mourners moved away slowly without aim, by devious paths, staying atwhiles to read a name on a tomb.",Ulysses by James Joyce
"Now, mind you don't stay too long over your politics and scandal,cried Lady Narborough from the door.  ""If you do, we are sure tosquabble upstairs.""",The Picture of Dorian Gray by Oscar Wilde
"—Hop and carry one, is it? Myles Crawford said.",Ulysses by James Joyce
"Soon her eye fell on a little glass box that was lying under the table:she opened it, and found in it a very small cake, on which the words‘EAT ME’ were beautifully marked in currants. ‘Well, I’ll eat it,’ saidAlice, ‘and if it makes me grow larger, I can reach the key; and if itmakes me grow smaller, I can creep under the door; so either way I’llget into the garden, and I don’t care which happens!’",Alice's Adventures in Wonderland by Lewis Carroll
"As soon as it was over, Dorian Gray rushed behind the scenes into thegreenroom.  The girl was standing there alone, with a look of triumphon her face.  Her eyes were lit with an exquisite fire.  There was aradiance about her.  Her parted lips were smiling over some secret oftheir own.",The Picture of Dorian Gray by Oscar Wilde
"I know what pleasure is, cried Dorian Gray.  ""It is to adore someone.""",The Picture of Dorian Gray by Oscar Wilde
"‘Now, I give you fair warning,’ shouted the Queen, stamping on theground as she spoke; ‘either you or your head must be off, and that inabout half no time! Take your choice!’",Alice's Adventures in Wonderland by Lewis Carroll
“Mr. Collins%2c” said she%2c “speaks highly both of Lady Catherine and herdaughter; but from some particulars that he has related of her ladyship%2cI suspect his gratitude misleads him%2c and that in spite of her being hispatroness%2c she is an arrogant%2c conceited woman.”,Pride and Prejudice by Jane Austen
"In his poetical compositions Homer displays great gratitude towardsMentor of Ithaca, in the Odyssey, whose name he has inserted in his poemas the companion of Ulysses,(13) in return for the care taken of him whenafflicted with blindness. He also testifies his gratitude to Phemius, whohad given him both sustenance and instruction.",The Iliad by Homer
"Alice didn’t think that proved it at all; however, she went on ‘And howdo you know that you’re mad?’",Alice's Adventures in Wonderland by Lewis Carroll
"Stephen handed over the typed sheets, pointing to the title andsignature.",Ulysses by James Joyce
‘How do you like the Queen?’ said the Cat in a low voice.,Alice's Adventures in Wonderland by Lewis Carroll
"  Pallas disrobes; her radiant veil untied,  With flowers adorn'd, with art diversified,  (The laboured veil her heavenly fingers wove,)  Flows on the pavement of the court of Jove.  Now heaven's dread arms her mighty limbs invest,  Jove's cuirass blazes on her ample breast;  Deck'd in sad triumph for the mournful field,  O'er her broad shoulders hangs his horrid shield,  Dire, black, tremendous! Round the margin roll'd,  A fringe of serpents hissing guards the gold:  Here all the terrors of grim War appear,  Here rages Force, here tremble Flight and Fear,  Here storm'd Contention, and here Fury frown'd,  And the dire orb portentous Gorgon crown'd.  The massy golden helm she next assumes,  That dreadful nods with four o'ershading plumes;  So vast, the broad circumference contains  A hundred armies on a hundred plains.  The goddess thus the imperial car ascends;  Shook by her arm the mighty javelin bends,  Ponderous and huge; that when her fury burns,  Proud tyrants humbles, and whole hosts o'erturns.",The Iliad by Homer
—What’s that? his sharp voice said.,Ulysses by James Joyce
"They very soon came upon a Gryphon, lying fast asleep in the sun.(IF you don’t know what a Gryphon is, look at the picture.) ‘Up, lazything!’ said the Queen, ‘and take this young lady to see the MockTurtle, and to hear his history. I must go back and see after someexecutions I have ordered’; and she walked off, leaving Alice alone withthe Gryphon. Alice did not quite like the look of the creature, but onthe whole she thought it would be quite as safe to stay with it as to goafter that savage Queen: so she waited.",Alice's Adventures in Wonderland by Lewis Carroll
"  As he to flight his wheeling car address'd,  The speedy javelin drove from back to breast.  In dust the mighty Halizonian lay,  His arms resound, the spirit wings its way.",The Iliad by Homer
"Mother, Mother, I am so happy! whispered the girl, burying her facein the lap of the faded, tired-looking woman who, with back turned tothe shrill intrusive light, was sitting in the one arm-chair that theirdingy sitting-room contained.  ""I am so happy!"" she repeated, ""and youmust be happy, too!""",The Picture of Dorian Gray by Oscar Wilde
"Child, man, effigy.",Ulysses by James Joyce
"‘But I’m not used to it!’ pleaded poor Alice in a piteous tone. Andshe thought of herself, ‘I wish the creatures wouldn’t be so easilyoffended!’",Alice's Adventures in Wonderland by Lewis Carroll
"Jupiter assembles a council of the deities, and threatens them with thepains of Tartarus if they assist either side: Minerva only obtains of himthat she may direct the Greeks by her counsels.(189) his balances thefates of both, and affrights the Greeks with his thunders and lightnings.Nestor alone continues in the field in great danger: Diomed relieves him;whose exploits, and those of Hector, are excellently described. Junoendeavours to animate Neptune to the assistance of the Greeks, but invain. The acts of Teucer, who is at length wounded by Hector, and carriedoff. Juno and Minerva prepare to aid the Grecians, but are restrained byIris, sent from Jupiter. The night puts an end to the battle. Hectorcontinues in the field, (the Greeks being driven to their fortificationsbefore the ships,) and gives orders to keep the watch all night in thecamp, to prevent the enemy from re-embarking and escaping by flight. Theykindle fires through all the fields, and pass the night under arms.",The Iliad by Homer
"  Talthybius hastens to the fleet, to bring  The lamb for Jove, the inviolable king.",The Iliad by Homer
Screams of newsboys barefoot in the hall rushed near and the door wasflung open.,Ulysses by James Joyce
"  The Greeks in shouts their joint assent declare,  The priest to reverence, and release the fair.  Not so Atrides; he, with kingly pride,  Repulsed the sacred sire, and thus replied:",The Iliad by Homer
A DAYFATHER,Ulysses by James Joyce
"For ever, too!",The Picture of Dorian Gray by Oscar Wilde
“Her indifferent state of health unhappily prevents her being in town;and by that means%2c as I told Lady Catherine one day%2c has deprived theBritish court of its brightest ornament. Her ladyship seemed pleasedwith the idea; and you may imagine that I am happy on every occasion tooffer those little delicate compliments which are always acceptableto ladies. I have more than once observed to Lady Catherine%2c thather charming daughter seemed born to be a duchess%2c and that the mostelevated rank%2c instead of giving her consequence%2c would be adorned byher. These are the kind of little things which please her ladyship%2c andit is a sort of attention which I conceive myself peculiarly bound topay.”,Pride and Prejudice by Jane Austen
“You are very kind%2c I am sure; and I wish with all my heart it mayprove so%2c for else they will be destitute enough. Things are settled sooddly.”,Pride and Prejudice by Jane Austen
"  From rich Apaesus and Adrestia's towers,  High Teree's summits, and Pityea's bowers;  From these the congregated troops obey  Young Amphius and Adrastus' equal sway;  Old Merops' sons; whom, skill'd in fates to come,  The sire forewarn'd, and prophesied their doom:  Fate urged them on! the sire forewarn'd in vain,  They rush'd to war, and perish'd on the plain.",The Iliad by Homer
"There are two peculiarities in Homer's diction, which are a sort of marksor moles by which every common eye distinguishes him at first sight; thosewho are not his greatest admirers look upon them as defects, and those whoare, seemed pleased with them as beauties. I speak of his compoundepithets, and of his repetitions. Many of the former cannot be doneliterally into English without destroying the purity of our language. Ibelieve such should be retained as slide easily of themselves into anEnglish compound, without violence to the ear or to the received rules ofcomposition, as well as those which have received a sanction from theauthority of our best poets, and are become familiar through their use ofthem; such as ""the cloud-compelling Jove,"" &c. As for the rest, wheneverany can be as fully and significantly expressed in a single word as in acompounded one, the course to be taken is obvious.",The Iliad by Homer
"—First my riddle, Lenehan said. Are you ready?",Ulysses by James Joyce
  *    *    *    *    *    *    *,Alice's Adventures in Wonderland by Lewis Carroll
"Oh, the Willoughbys, Lord Rugby and his wife, our hostess, GeoffreyClouston, the usual set.  I have asked Lord Grotrian.",The Picture of Dorian Gray by Oscar Wilde
"‘Thinking again?’ the Duchess asked, with another dig of her sharplittle chin.",Alice's Adventures in Wonderland by Lewis Carroll
"No, sir, except that he would write to you from Paris, if he did notfind you at the club.",The Picture of Dorian Gray by Oscar Wilde
"Such is, in brief, the substance of the earliest life of Homer we possess,and so broad are the evidences of its historical worthlessness, that it isscarcely necessary to point them out in detail. Let us now consider someof the opinions to which a persevering, patient, and learned--but by nomeans consistent--series of investigations has led. In doing so, I professto bring forward statements, not to vouch for their reasonableness orprobability.",The Iliad by Homer
"‘What did they live on?’ said Alice, who always took a great interest inquestions of eating and drinking.",Alice's Adventures in Wonderland by Lewis Carroll
"Well, we must look out for a suitable match for him.  I shall gothrough Debrett carefully to-night and draw out a list of all theeligible young ladies.",The Picture of Dorian Gray by Oscar Wilde
"Alice looked all round the table, but there was nothing on it but tea.‘I don’t see any wine,’ she remarked.",Alice's Adventures in Wonderland by Lewis Carroll
"‘Perhaps it hasn’t one,’ Alice ventured to remark.",Alice's Adventures in Wonderland by Lewis Carroll
"‘You’re wrong about the crumbs,’ said the Mock Turtle: ‘crumbs would allwash off in the sea. But they HAVE their tails in their mouths; and thereason is--’ here the Mock Turtle yawned and shut his eyes.--‘Tell herabout the reason and all that,’ he said to the Gryphon.",Alice's Adventures in Wonderland by Lewis Carroll
"  Then to the next the general bends his course;  (His heart exults, and glories in his force);  There reverend Nestor ranks his Pylian bands,  And with inspiring eloquence commands;  With strictest order sets his train in arms,  The chiefs advises, and the soldiers warms.  Alastor, Chromius, Haemon, round him wait,  Bias the good, and Pelagon the great.  The horse and chariots to the front assign'd,  The foot (the strength of war) he ranged behind;  The middle space suspected troops supply,  Inclosed by both, nor left the power to fly;  He gives command to ""curb the fiery steed,  Nor cause confusion, nor the ranks exceed:  Before the rest let none too rashly ride;  No strength nor skill, but just in time, be tried:  The charge once made, no warrior turn the rein,  But fight, or fall; a firm embodied train.  He whom the fortune of the field shall cast  From forth his chariot, mount the next in haste;  Nor seek unpractised to direct the car,  Content with javelins to provoke the war.  Our great forefathers held this prudent course,  Thus ruled their ardour, thus preserved their force;  By laws like these immortal conquests made,  And earth's proud tyrants low in ashes laid.""",The Iliad by Homer
"—Thanks, old man, Hynes said. I’ll tap him too.",Ulysses by James Joyce
"  He said, and to her hands the goblet heaved,  Which, with a smile, the white-arm'd queen received  Then, to the rest he fill'd; and in his turn,  Each to his lips applied the nectar'd urn,  Vulcan with awkward grace his office plies,  And unextinguish'd laughter shakes the skies.",The Iliad by Homer
Mrs. Hurst sang with her sister%2c and while they were thus employed%2cElizabeth could not help observing%2c as she turned over some music-booksthat lay on the instrument%2c how frequently Mr. Darcy's eyes were fixedon her. She hardly knew how to suppose that she could be an object ofadmiration to so great a man; and yet that he should look at herbecause he disliked her%2c was still more strange. She could only imagine%2chowever%2c at last that she drew his notice because there was somethingmore wrong and reprehensible%2c according to his ideas of right%2c than inany other person present. The supposition did not pain her. She likedhim too little to care for his approbation.,Pride and Prejudice by Jane Austen
"Two red sparks flashed for a moment in the woman's sodden eyes, thenflickered out and left them dull and glazed.  She tossed her head andraked the coins off the counter with greedy fingers.  Her companionwatched her enviously.",The Picture of Dorian Gray by Oscar Wilde
"—L, Mr Bloom said. Leopold. And you might put down M’Coy’s nametoo. He asked me to.",Ulysses by James Joyce
“Remember%2c Eliza%2c that he does not know Jane's disposition as you do.”,Pride and Prejudice by Jane Austen
"  Him thus upbraiding, with a wrathful look  The lord of thunders view'd, and stern bespoke:  ""To me, perfidious! this lamenting strain?  Of lawless force shall lawless Mars complain?  Of all the gods who tread the spangled skies,  Thou most unjust, most odious in our eyes!  Inhuman discord is thy dire delight,  The waste of slaughter, and the rage of fight.  No bounds, no law, thy fiery temper quells,  And all thy mother in thy soul rebels.  In vain our threats, in vain our power we use;  She gives the example, and her son pursues.  Yet long the inflicted pangs thou shall not mourn,  Sprung since thou art from Jove, and heavenly-born.  Else, singed with lightning, hadst thou hence been thrown,  Where chain'd on burning rocks the Titans groan.""",The Iliad by Homer
"‘Come, there’s no use in crying like that!’ said Alice to herself,rather sharply; ‘I advise you to leave off this minute!’ She generallygave herself very good advice, (though she very seldom followed it),and sometimes she scolded herself so severely as to bring tears intoher eyes; and once she remembered trying to box her own ears for havingcheated herself in a game of croquet she was playing against herself,for this curious child was very fond of pretending to be two people.‘But it’s no use now,’ thought poor Alice, ‘to pretend to be two people!Why, there’s hardly enough of me left to make ONE respectable person!’",Alice's Adventures in Wonderland by Lewis Carroll
Before God?,The Picture of Dorian Gray by Oscar Wilde
"They had not gone far before they saw the Mock Turtle in the distance,sitting sad and lonely on a little ledge of rock, and, as they camenearer, Alice could hear him sighing as if his heart would break. Shepitied him deeply. ‘What is his sorrow?’ she asked the Gryphon, and theGryphon answered, very nearly in the same words as before, ‘It’s all hisfancy, that: he hasn’t got no sorrow, you know. Come on!’",Alice's Adventures in Wonderland by Lewis Carroll
"Foolish child! foolish child! was the parrot-phrase flung in answer.The waving of crooked, false-jewelled fingers gave grotesqueness to thewords.",The Picture of Dorian Gray by Oscar Wilde
"Nor is this morbid species of sagacity by any means to be looked upon as aliterary novelty. Justus Lipsius, a scholar of no ordinary skill, seems torevel in the imaginary discovery, that the tragedies attributed to Senecaare by _four_ different authors.(34) Now, I will venture to assert, thatthese tragedies are so uniform, not only in their borrowed phraseology--aphraseology with which writers like Boethius and Saxo Grammaticus weremore charmed than ourselves--in their freedom from real poetry, and last,but not least, in an ultra-refined and consistent abandonment of goodtaste, that few writers of the present day would question the capabilitiesof the same gentleman, be he Seneca or not, to produce not only these, buta great many more equally bad. With equal sagacity, Father Hardouinastonished the world with the startling announcement that the Ćneid ofVirgil, and the satires of Horace, were literary deceptions. Now, withoutwishing to say one word of disrespect against the industry andlearning--nay, the refined acuteness--which scholars, like Wolf, havebestowed upon this subject, I must express my fears, that many of ourmodern Homeric theories will become matter for the surprise andentertainment, rather than the instruction, of posterity. Nor can I helpthinking, that the literary history of more recent times will account formany points of difficulty in the transmission of the Iliad and Odyssey toa period so remote from that of their first creation.",The Iliad by Homer
"James Vane bit his lip.  ""Watch over Sibyl, Mother,"" he cried, ""watchover her.""",The Picture of Dorian Gray by Oscar Wilde
With a renewal of tenderness%2c however%2c they returned to her room onleaving the dining-parlour%2c and sat with her till summoned to coffee.She was still very poorly%2c and Elizabeth would not quit her at all%2c tilllate in the evening%2c when she had the comfort of seeing her sleep%2c andwhen it seemed to her rather right than pleasant that she should godownstairs herself. On entering the drawing-room she found the wholeparty at loo%2c and was immediately invited to join them; but suspectingthem to be playing high she declined it%2c and making her sister theexcuse%2c said she would amuse herself for the short time she could staybelow%2c with a book. Mr. Hurst looked at her with astonishment.,Pride and Prejudice by Jane Austen
“I cannot see that London has any great advantage over the country%2c formy part%2c except the shops and public places. The country is a vast dealpleasanter%2c is it not%2c Mr. Bingley?”,Pride and Prejudice by Jane Austen
"‘Get up!’ said the Queen, in a shrill, loud voice, and the threegardeners instantly jumped up, and began bowing to the King, the Queen,the royal children, and everybody else.",Alice's Adventures in Wonderland by Lewis Carroll
"  So Chryses pray'd. Apollo heard his prayer:  And now the Greeks their hecatomb prepare;  Between their horns the salted barley threw,  And, with their heads to heaven, the victims slew:(68)  The limbs they sever from the inclosing hide;  The thighs, selected to the gods, divide:  On these, in double cauls involved with art,  The choicest morsels lay from every part.  The priest himself before his altar stands,  And burns the offering with his holy hands.  Pours the black wine, and sees the flames aspire;  The youth with instruments surround the fire:  The thighs thus sacrificed, and entrails dress'd,  The assistants part, transfix, and roast the rest:  Then spread the tables, the repast prepare;  Each takes his seat, and each receives his share.  When now the rage of hunger was repress'd,  With pure libations they conclude the feast;  The youths with wine the copious goblets crown'd,  And, pleased, dispense the flowing bowls around;(69)  With hymns divine the joyous banquet ends,  The paeans lengthen'd till the sun descends:  The Greeks, restored, the grateful notes prolong;  Apollo listens, and approves the song.",The Iliad by Homer
Mr Power asked:,Ulysses by James Joyce
"‘Not like cats!’ cried the Mouse, in a shrill, passionate voice. ‘WouldYOU like cats if you were me?’",Alice's Adventures in Wonderland by Lewis Carroll
"‘I’ve tried the roots of trees, and I’ve tried banks, and I’ve triedhedges,’ the Pigeon went on, without attending to her; ‘but thoseserpents! There’s no pleasing them!’",Alice's Adventures in Wonderland by Lewis Carroll
