data,tags
ntdll.dll kernel32.dll KernelBase.dll advapi32.dll msvcrt.dll atl.dll ole32.dll oleaut32.dll shlwapi.dll user32.dll shell32.dll mscoree.dll sechost.dll rpcrt4.dll gdi32.dll combase.dll imm32.dll msctf.dll kernel.appcore.dll cryptbase.dll bcryptprimitives.dll uxtheme.dll tiptsf.dll clbcatq.dll SHCore.dll userenv.dll profapi.dll twinapi.dll propsys.dll BCP47Langs.dll linkinfo.dll ntshrui.dll sspicli.dll srvcli.dll setupapi.dll cfgmgr32.dll cscapi.dll cryptsp.dll rsaenh.dll bcrypt.dll ntmarta.dll mscoreei.dll clr.dll msvcr120_clr0400.dll mscorlib.ni.dll system.ni.dll System.Core.ni.dll Microsoft.PowerShell.ConsoleHost.ni.dll System.Management.Automation.ni.dll System.Management.Automation.Resources.dll System.Management.Automation.Resources.dll version.dll psapi.dll System.Numerics.ni.dll System.Xml.ni.dll System.DirectoryServices.ni.dll System.Management.ni.dll Microsoft.Management.Infrastructure.ni.dll clrjit.dll System.Configuration.Install.ni.dll System.Transactions.ni.dll System.Transactions.dll Microsoft.PowerShell.ConsoleHost.Resources.dll Microsoft.PowerShell.ConsoleHost.Resources.dll Microsoft.PowerShell.Security.ni.dll secur32.dll wldp.dll System.Configuration.ni.dll diasymreader.dll Microsoft.CSharp.ni.dll System.Data.ni.dll System.Data.dll ws2_32.dll crypt32.dll nsi.dll msasn1.dll Microsoft.PowerShell.Commands.Management.ni.dll mscorlib.resources.dll mscorlib.resources.dll Microsoft.PowerShell.Commands.Utility.ni.dll rasapi32.dll rasman.dll rtutils.dll mswsock.dll winhttp.dll winnsi.dll dhcpcsvc6.dll dhcpcsvc.dll dnsapi.dll rasadhlp.dll schannel.dll ncrypt.dll ntasn1.dll ncryptsslp.dll gpapi.dll wmiutils.dll wbemcomn.dll wbemprox.dll WMINet_Utils.dll NapiNSP.dll pnrpnsp.dll nlaapi.dll winrnr.dll wbemsvc.dll fastprox.dll cryptdll.dll netapi32.dll netutils.dll wkscli.dll logoncli.dll samlib.dll hid.dll WinSCard.dll devobj.dll Wldap32.dll vaultcli.dll wintrust.dll ,invoke-mimikatz
ntdll.dll kernel32.dll KernelBase.dll advapi32.dll msvcrt.dll atl.dll ole32.dll oleaut32.dll shlwapi.dll user32.dll shell32.dll mscoree.dll sechost.dll rpcrt4.dll gdi32.dll combase.dll imm32.dll msctf.dll kernel.appcore.dll cryptbase.dll bcryptprimitives.dll uxtheme.dll tiptsf.dll clbcatq.dll SHCore.dll userenv.dll profapi.dll twinapi.dll propsys.dll BCP47Langs.dll linkinfo.dll ntshrui.dll sspicli.dll srvcli.dll cscapi.dll cryptsp.dll rsaenh.dll bcrypt.dll setupapi.dll cfgmgr32.dll ntmarta.dll mscoreei.dll clr.dll msvcr120_clr0400.dll mscorlib.ni.dll System.ni.dll System.Core.ni.dll Microsoft.PowerShell.ConsoleHost.ni.dll System.Management.Automation.ni.dll version.dll psapi.dll System.Numerics.ni.dll System.Xml.ni.dll System.DirectoryServices.ni.dll System.Management.ni.dll Microsoft.Management.Infrastructure.ni.dll clrjit.dll System.Configuration.Install.ni.dll System.Transactions.ni.dll System.Transactions.dll Microsoft.PowerShell.Security.ni.dll secur32.dll wldp.dll System.Configuration.ni.dll diasymreader.dll Microsoft.CSharp.ni.dll System.Data.ni.dll System.Data.dll ws2_32.dll crypt32.dll nsi.dll msasn1.dll Microsoft.PowerShell.Commands.Management.ni.dll Microsoft.PowerShell.Commands.Utility.ni.dll rasapi32.dll rasman.dll rtutils.dll mswsock.dll winhttp.dll winnsi.dll dhcpcsvc6.dll dhcpcsvc.dll dnsapi.dll rasadhlp.dll schannel.dll ncrypt.dll ntasn1.dll ncryptsslp.dll gpapi.dll wmiutils.dll wbemcomn.dll wbemprox.dll WMINet_Utils.dll NapiNSP.dll pnrpnsp.dll nlaapi.dll winrnr.dll wbemsvc.dll fastprox.dll cryptdll.dll netapi32.dll netutils.dll wkscli.dll logoncli.dll samlib.dll hid.dll WinSCard.dll devobj.dll Wldap32.dll vaultcli.dll wintrust.dll ,invoke-mimikatz
ntdll.dll ntdll.dll wow64.dll wow64win.dll wow64cpu.dll kernel32.dll kernel32.dll kernel32.dll user32.dll kernel32.dll KernelBase.dll user32.dll gdi32.dll lpk.dll usp10.dll msvcrt.dll advapi32.dll sechost.dll rpcrt4.dll sspicli.dll cryptbase.dll libeay32.dll wsock32.dll ws2_32.dll nsi.dll msvcr90.dll imm32.dll msctf.dll ,pwdump
ntdll.dll ntdll.dll wow64.dll wow64win.dll wow64cpu.dll kernel32.dll kernel32.dll kernel32.dll user32.dll kernel32.dll KernelBase.dll user32.dll gdi32.dll apphelp.dll libeay32.dll wsock32.dll advapi32.dll msvcr90.dll msvcrt.dll sechost.dll rpcrt4.dll ws2_32.dll sspicli.dll cryptbase.dll bcryptprimitives.dll imm32.dll msctf.dll nsi.dll ,pwdump
ntdll.dll kernel32.dll kernel32.dll user32.dll ntdll.dll wow64.dll wow64win.dll wow64cpu.dll kernel32.dll kernel32.dll KernelBase.dll user32.dll gdi32.dll lpk.dll usp10.dll msvcrt.dll advapi32.dll sechost.dll rpcrt4.dll sspicli.dll cryptbase.dll libeay32.dll wsock32.dll ws2_32.dll nsi.dll msvcr90.dll imm32.dll msctf.dll ,pwdump
ntdll.dll kernel32.dll KernelBase.dll user32.dll gdi32.dll lpk.dll usp10.dll msvcrt.dll ws2_32.dll rpcrt4.dll nsi.dll advapi32.dll sechost.dll imm32.dll msctf.dll libeay32.dll wsock32.dll msvcr90.dll ,pwdump
ntdll.dll ntdll.dll wow64.dll wow64win.dll wow64cpu.dll kernel32.dll kernel32.dll kernel32.dll user32.dll kernel32.dll KernelBase.dll user32.dll libeay32.dll gdi32.dll wsock32.dll advapi32.dll msvcr90.dll ws2_32.dll msvcrt.dll sechost.dll rpcrt4.dll nsi.dll sspicli.dll cryptbase.dll bcryptprimitives.dll imm32.dll msctf.dll ,pwdump
ntdll.dll kernel32.dll KernelBase.dll apphelp.dll user32.dll libeay32.dll gdi32.dll wsock32.dll advapi32.dll msvcr90.dll ws2_32.dll msvcrt.dll sechost.dll rpcrt4.dll nsi.dll sspicli.dll imm32.dll msctf.dll ,pwdump
ntdll.dll kernel32.dll KernelBase.dll psapi.dll advapi32.dll msvcrt.dll sechost.dll rpcrt4.dll secur32.dll sspicli.dll ws2_32.dll nsi.dll cryptsp.dll rsaenh.dll cryptbase.dll ,wce
ntdll.dll kernel32.dll KernelBase.dll psapi.dll advapi32.dll secur32.dll ws2_32.dll msvcrt.dll sechost.dll rpcrt4.dll nsi.dll sspicli.dll cryptsp.dll rsaenh.dll cryptbase.dll bcryptprimitives.dll ,wce
ntdll.dll kernel32.dll KernelBase.dll psapi.dll advapi32.dll secur32.dll ws2_32.dll msvcrt.dll sechost.dll rpcrt4.dll nsi.dll sspicli.dll ,wce
ntdll.dll kernel32.dll KernelBase.dll msvcrt.dll advapi32.dll sechost.dll psapi.dll rpcrt4.dll cryptbase.dll secur32.dll sspicli.dll ws2_32.dll nsi.dll cryptsp.dll rsaenh.dll ,wce
ntdll.dll kernel32.dll KernelBase.dll psapi.dll advapi32.dll msvcrt.dll sechost.dll rpcrt4.dll sspicli.dll ws2_32.dll nsi.dll secur32.dll ,wce
ntdll.dll kernel32.dll KernelBase.dll psapi.dll advapi32.dll msvcrt.dll sechost.dll rpcrt4.dll secur32.dll sspicli.dll ws2_32.dll nsi.dll cryptsp.dll rsaenh.dll cryptbase.dll ,wce
ntdll.dll kernel32.dll KernelBase.dll apphelp.dll advapi32.dll secur32.dll ws2_32.dll msvcrt.dll sechost.dll rpcrt4.dll nsi.dll sspicli.dll cryptsp.dll rsaenh.dll bcrypt.dll cryptbase.dll bcryptprimitives.dll psapi.dll ,wce
ntdll.dll kernel32.dll KernelBase.dll apphelp.dll psapi.dll advapi32.dll secur32.dll ws2_32.dll msvcrt.dll sechost.dll rpcrt4.dll nsi.dll sspicli.dll cryptsp.dll rsaenh.dll bcrypt.dll cryptbase.dll bcryptprimitives.dll ,wce
ntdll.dll kernel32.dll kernel32.dll user32.dll apphelp.dll mfc42u.dll ntdll.dll wow64.dll wow64win.dll wow64cpu.dll shell32.dll comctl32.dll wininet.dll ws2_32.dll winmm.dll GdiPlus.dll odbc32.dll iertutil.dll nsi.dll winmmbase.dll kernel32.dll kernel32.dll KernelBase.dll msvcrt.dll user32.dll gdi32.dll advapi32.dll imm32.dll msctf.dll uxtheme.dll ole32.dll riched32.dll riched20.dll usp10.dll msls31.dll oleaut32.dll sechost.dll dwmapi.dll rpcrt4.dll comctl32.dll combase.dll shlwapi.dll sspicli.dll version.dll oleacc.dll propsys.dll profapi.dll ntmarta.dll cryptbase.dll bcryptprimitives.dll clbcatq.dll dui70.dll imecfm.dll wer.dll SHCore.dll msado15.dll msdart.dll oledb32.dll bcrypt.dll comsvcs.dll msjetoledb40.dll msjet40.dll msjter40.dll mswstr10.dll msjint40.dll crypt32.dll msasn1.dll dpapi.dll cryptsp.dll rsaenh.dll msadox.dll msadrh15.dll msjtes40.dll vbajet32.dll expsrv.dll msdadiag.dll imecfm.dll wer.dll ,caidao
ntdll.dll ntdll.dll wow64.dll wow64win.dll kernel32.dll kernel32.dll kernel32.dll user32.dll wow64cpu.dll kernel32.dll KernelBase.dll apphelp.dll msvcrt.dll user32.dll gdi32.dll advapi32.dll sechost.dll rpcrt4.dll sspicli.dll cryptbase.dll bcryptprimitives.dll shell32.dll windows.storage.dll combase.dll shlwapi.dll kernel.appcore.dll SHCore.dll powrprof.dll profapi.dll ole32.dll oleaut32.dll ws2_32.dll nsi.dll mfc42u.dll comctl32.dll wininet.dll winmm.dll odbc32.dll winmmbase.dll cfgmgr32.dll dpapi.dll devobj.dll imm32.dll msctf.dll uxtheme.dll GdiPlus.dll riched32.dll riched20.dll usp10.dll msls31.dll dwmapi.dll comctl32.dll clbcatq.dll version.dll oleacc.dll propsys.dll ntmarta.dll policymanager.dll msvcp110_win.dll xmllite.dll dui70.dll imecfm.dll wer.dll tiptsf.dll msado15.dll msdart.dll oledb32.dll bcrypt.dll comsvcs.dll msjetoledb40.dll msjet40.dll msjter40.dll mswstr10.dll msjint40.dll cryptsp.dll rsaenh.dll msadox.dll msadrh15.dll msjtes40.dll vbajet32.dll expsrv.dll msdadiag.dll imecfm.dll wer.dll ,caidao
ntdll.dll ntdll.dll wow64.dll wow64win.dll kernel32.dll kernel32.dll kernel32.dll user32.dll wow64cpu.dll kernel32.dll KernelBase.dll apphelp.dll msvcrt.dll user32.dll win32u.dll gdi32.dll combase.dll gdi32full.dll advapi32.dll ucrtbase.dll sechost.dll rpcrt4.dll sspicli.dll cryptbase.dll bcryptprimitives.dll ole32.dll mfc42u.dll oleaut32.dll msvcp_win.dll odbc32.dll dpapi.dll shell32.dll cfgmgr32.dll windows.storage.dll powrprof.dll shlwapi.dll kernel.appcore.dll SHCore.dll profapi.dll ws2_32.dll comctl32.dll wininet.dll winmm.dll winmmbase.dll imm32.dll uxtheme.dll riched32.dll riched20.dll usp10.dll msls31.dll msctf.dll dwmapi.dll GdiPlus.dll comctl32.dll clbcatq.dll version.dll oleacc.dll propsys.dll iertutil.dll ntmarta.dll ncrypt.dll crypt32.dll bcrypt.dll msasn1.dll ntasn1.dll policymanager.dll msvcp110_win.dll dui70.dll imecfm.dll wer.dll tiptsf.dll msado15.dll msdart.dll oledb32.dll comsvcs.dll msjetoledb40.dll msjter40.dll msjint40.dll msjet40.dll mswstr10.dll msadox.dll msadrh15.dll msjtes40.dll vbajet32.dll expsrv.dll msdadiag.dll imecfm.dll wer.dll ,caidao
ntdll.dll ntdll.dll wow64.dll wow64win.dll wow64cpu.dll kernel32.dll kernel32.dll kernel32.dll user32.dll kernel32.dll KernelBase.dll mfc42u.dll msvcrt.dll user32.dll gdi32.dll lpk.dll usp10.dll advapi32.dll sechost.dll rpcrt4.dll sspicli.dll cryptbase.dll ole32.dll oleaut32.dll odbc32.dll shell32.dll shlwapi.dll comctl32.dll wininet.dll urlmon.dll crypt32.dll msasn1.dll iertutil.dll ws2_32.dll nsi.dll winmm.dll GdiPlus.dll imm32.dll msctf.dll odbcint.dll uxtheme.dll riched32.dll riched20.dll dwmapi.dll comctl32.dll ole32.dll clbcatq.dll shell32.dll shell32.dll shell32.dll tiptsf.dll msado15.dll msdart.dll cryptsp.dll rsaenh.dll RpcRtRemote.dll oledb32.dll bcrypt.dll oledb32r.dll comsvcs.dll atl.dll bcryptprimitives.dll msjetoledb40.dll msjet40.dll mswstr10.dll msjter40.dll msjint40.dll msjtes40.dll version.dll vbajet32.dll expsrv.dll kernel32.dll msadrh15.dll ,caidao
ntdll.dll kernel32.dll KernelBase.dll msvcrt.dll user32.dll gdi32.dll lpk.dll usp10.dll ole32.dll rpcrt4.dll oleaut32.dll advapi32.dll sechost.dll shell32.dll shlwapi.dll comctl32.dll wininet.dll urlmon.dll crypt32.dll msasn1.dll iertutil.dll ws2_32.dll nsi.dll winmm.dll imm32.dll msctf.dll mfc42u.dll odbc32.dll normaliz.dll GdiPlus.dll odbcint.dll cryptbase.dll uxtheme.dll riched20.dll dwmapi.dll riched32.dll comctl32.dll clbcatq.dll oleacc.dll version.dll imecfm.dll tiptsf.dll msado15.dll cryptsp.dll rsaenh.dll RpcRtRemote.dll msdart.dll bcrypt.dll comsvcs.dll bcryptprimitives.dll oledb32.dll oledb32r.dll atl.dll msjetoledb40.dll msjet40.dll mswstr10.dll msjter40.dll msjint40.dll msadox.dll msadrh15.dll msjtes40.dll vbajet32.dll imecfm.dll expsrv.dll ,caidao
ntdll.dll kernel32.dll kernel32.dll user32.dll apphelp.dll mfc42u.dll ntdll.dll wow64.dll wow64win.dll wow64cpu.dll shell32.dll comctl32.dll wininet.dll ws2_32.dll winmm.dll GdiPlus.dll odbc32.dll iertutil.dll nsi.dll winmmbase.dll kernel32.dll kernel32.dll KernelBase.dll msvcrt.dll user32.dll gdi32.dll advapi32.dll imm32.dll msctf.dll uxtheme.dll ole32.dll riched32.dll riched20.dll usp10.dll msls31.dll oleaut32.dll sechost.dll dwmapi.dll rpcrt4.dll comctl32.dll combase.dll shlwapi.dll sspicli.dll version.dll oleacc.dll propsys.dll profapi.dll ntmarta.dll cryptbase.dll bcryptprimitives.dll clbcatq.dll dui70.dll imecfm.dll wer.dll SHCore.dll msado15.dll msdart.dll oledb32.dll bcrypt.dll comsvcs.dll msjetoledb40.dll msjet40.dll msjter40.dll mswstr10.dll msjint40.dll crypt32.dll msasn1.dll dpapi.dll cryptsp.dll rsaenh.dll msadox.dll msadrh15.dll msjtes40.dll vbajet32.dll expsrv.dll msdadiag.dll imecfm.dll wer.dll ,caidao
ntdll.dll ntdll.dll wow64.dll wow64win.dll kernel32.dll kernel32.dll kernel32.dll user32.dll wow64cpu.dll kernel32.dll KernelBase.dll apphelp.dll msvcrt.dll user32.dll gdi32.dll advapi32.dll sechost.dll rpcrt4.dll sspicli.dll cryptbase.dll bcryptprimitives.dll shell32.dll windows.storage.dll combase.dll shlwapi.dll kernel.appcore.dll SHCore.dll powrprof.dll profapi.dll ole32.dll oleaut32.dll ws2_32.dll nsi.dll mfc42u.dll comctl32.dll wininet.dll winmm.dll odbc32.dll winmmbase.dll cfgmgr32.dll dpapi.dll devobj.dll imm32.dll msctf.dll uxtheme.dll GdiPlus.dll riched32.dll riched20.dll usp10.dll msls31.dll dwmapi.dll comctl32.dll clbcatq.dll version.dll oleacc.dll propsys.dll ntmarta.dll policymanager.dll msvcp110_win.dll xmllite.dll dui70.dll imecfm.dll wer.dll tiptsf.dll msado15.dll msdart.dll oledb32.dll bcrypt.dll comsvcs.dll msjetoledb40.dll msjet40.dll msjter40.dll mswstr10.dll msjint40.dll cryptsp.dll rsaenh.dll msadox.dll msadrh15.dll msjtes40.dll vbajet32.dll expsrv.dll msdadiag.dll imecfm.dll wer.dll ,caidao
ntdll.dll ntdll.dll wow64.dll wow64win.dll kernel32.dll kernel32.dll kernel32.dll user32.dll wow64cpu.dll kernel32.dll KernelBase.dll apphelp.dll msvcrt.dll user32.dll win32u.dll gdi32.dll combase.dll gdi32full.dll advapi32.dll ucrtbase.dll sechost.dll rpcrt4.dll sspicli.dll cryptbase.dll bcryptprimitives.dll ole32.dll mfc42u.dll oleaut32.dll msvcp_win.dll odbc32.dll dpapi.dll shell32.dll cfgmgr32.dll windows.storage.dll powrprof.dll shlwapi.dll kernel.appcore.dll SHCore.dll profapi.dll ws2_32.dll comctl32.dll wininet.dll winmm.dll winmmbase.dll imm32.dll uxtheme.dll riched32.dll riched20.dll usp10.dll msls31.dll msctf.dll dwmapi.dll GdiPlus.dll comctl32.dll clbcatq.dll version.dll oleacc.dll propsys.dll iertutil.dll ntmarta.dll ncrypt.dll crypt32.dll bcrypt.dll msasn1.dll ntasn1.dll policymanager.dll msvcp110_win.dll dui70.dll imecfm.dll wer.dll tiptsf.dll msado15.dll msdart.dll oledb32.dll comsvcs.dll msjetoledb40.dll msjter40.dll msjint40.dll msjet40.dll mswstr10.dll msadox.dll msadrh15.dll msjtes40.dll vbajet32.dll expsrv.dll msdadiag.dll imecfm.dll wer.dll ,caidao
ntdll.dll ntdll.dll wow64.dll wow64win.dll wow64cpu.dll kernel32.dll kernel32.dll kernel32.dll user32.dll kernel32.dll KernelBase.dll mfc42u.dll msvcrt.dll user32.dll gdi32.dll lpk.dll usp10.dll advapi32.dll sechost.dll rpcrt4.dll sspicli.dll cryptbase.dll ole32.dll oleaut32.dll odbc32.dll shell32.dll shlwapi.dll comctl32.dll wininet.dll urlmon.dll crypt32.dll msasn1.dll iertutil.dll ws2_32.dll nsi.dll winmm.dll GdiPlus.dll imm32.dll msctf.dll odbcint.dll uxtheme.dll riched32.dll riched20.dll dwmapi.dll comctl32.dll ole32.dll clbcatq.dll shell32.dll shell32.dll shell32.dll tiptsf.dll msado15.dll msdart.dll cryptsp.dll rsaenh.dll RpcRtRemote.dll oledb32.dll bcrypt.dll oledb32r.dll comsvcs.dll atl.dll bcryptprimitives.dll msjetoledb40.dll msjet40.dll mswstr10.dll msjter40.dll msjint40.dll msjtes40.dll version.dll vbajet32.dll expsrv.dll kernel32.dll msadrh15.dll ,caidao
ntdll.dll kernel32.dll KernelBase.dll msvcrt.dll user32.dll gdi32.dll lpk.dll usp10.dll ole32.dll rpcrt4.dll oleaut32.dll advapi32.dll sechost.dll shell32.dll shlwapi.dll comctl32.dll wininet.dll urlmon.dll crypt32.dll msasn1.dll iertutil.dll ws2_32.dll nsi.dll winmm.dll imm32.dll msctf.dll mfc42u.dll odbc32.dll normaliz.dll GdiPlus.dll odbcint.dll cryptbase.dll uxtheme.dll riched20.dll dwmapi.dll riched32.dll comctl32.dll clbcatq.dll oleacc.dll version.dll imecfm.dll tiptsf.dll msado15.dll cryptsp.dll rsaenh.dll RpcRtRemote.dll msdart.dll bcrypt.dll comsvcs.dll bcryptprimitives.dll oledb32.dll oledb32r.dll atl.dll msjetoledb40.dll msjet40.dll mswstr10.dll msjter40.dll msjint40.dll msadox.dll msadrh15.dll msjtes40.dll vbajet32.dll imecfm.dll expsrv.dll ,caidao
ntdll.dll kernel32.dll KernelBase.dll ws2_32.dll sechost.dll rpcrt4.dll nsi.dll ucrtbase.dll vcruntime140.dll kernel.appcore.dll msvcrt.dll ,HTran
ntdll.dll kernel32.dll KernelBase.dll ws2_32.dll sechost.dll rpcrt4.dll ucrtbase.dll kernel.appcore.dll msvcrt.dll vcruntime140.dll ,HTran
ntdll.dll kernel32.dll KernelBase.dll ws2_32.dll sechost.dll rpcrt4.dll nsi.dll ucrtbase.dll vcruntime140.dll kernel.appcore.dll msvcrt.dll ,HTran
ntdll.dll kernel32.dll KernelBase.dll ws2_32.dll sechost.dll rpcrt4.dll ucrtbase.dll kernel.appcore.dll msvcrt.dll vcruntime140.dll ,HTran
ntdll.dll kernel32.dll KernelBase.dll ws2_32.dll sechost.dll rpcrt4.dll nsi.dll ucrtbase.dll vcruntime140.dll kernel.appcore.dll msvcrt.dll ,HTran
ntdll.dll kernel32.dll KernelBase.dll ws2_32.dll sechost.dll rpcrt4.dll ucrtbase.dll kernel.appcore.dll msvcrt.dll vcruntime140.dll ,HTran
ntdll.dll ntdll.dll kernel32.dll kernel32.dll user32.dll wow64.dll wow64win.dll wow64cpu.dll kernel32.dll kernel32.dll KernelBase.dll advapi32.dll msvcrt.dll sechost.dll rpcrt4.dll sspicli.dll cryptbase.dll comctl32.dll gdi32.dll user32.dll lpk.dll usp10.dll mfc42u.dll ole32.dll oleaut32.dll odbc32.dll ole32.dll shell32.dll shlwapi.dll shell32.dll shell32.dll shell32.dll wininet.dll urlmon.dll crypt32.dll msasn1.dll iertutil.dll winmm.dll ws2_32.dll nsi.dll imm32.dll msctf.dll odbcint.dll riched32.dll riched20.dll clbcatq.dll comctl32.dll uxtheme.dll msado15.dll msdart.dll cryptsp.dll rsaenh.dll RpcRtRemote.dll oledb32.dll bcrypt.dll oledb32r.dll comsvcs.dll kernel32.dll atl.dll bcryptprimitives.dll msjetoledb40.dll msjet40.dll mswstr10.dll msjter40.dll msjint40.dll msadox.dll msadrh15.dll msjtes40.dll version.dll vbajet32.dll expsrv.dll msadce.dll msadcer.dll ,caidao
ntdll.dll ntdll.dll wow64.dll wow64win.dll wow64cpu.dll kernel32.dll kernel32.dll kernel32.dll user32.dll kernel32.dll KernelBase.dll advapi32.dll msvcrt.dll sechost.dll rpcrt4.dll sspicli.dll cryptbase.dll comctl32.dll gdi32.dll user32.dll lpk.dll usp10.dll mfc42u.dll ole32.dll oleaut32.dll odbc32.dll shell32.dll shlwapi.dll wininet.dll urlmon.dll crypt32.dll msasn1.dll iertutil.dll winmm.dll ws2_32.dll nsi.dll imm32.dll msctf.dll odbcint.dll riched32.dll riched20.dll ole32.dll clbcatq.dll shell32.dll comctl32.dll shell32.dll shell32.dll uxtheme.dll msado15.dll msdart.dll cryptsp.dll rsaenh.dll RpcRtRemote.dll oledb32.dll bcrypt.dll oledb32r.dll comsvcs.dll atl.dll bcryptprimitives.dll msjetoledb40.dll msjet40.dll mswstr10.dll msjter40.dll msjint40.dll msadox.dll msadrh15.dll msjtes40.dll version.dll vbajet32.dll expsrv.dll kernel32.dll msadce.dll msadcer.dll propsys.dll apphelp.dll ieframe.dll ieframe.dll ieframe.dll ieframe.dll psapi.dll oleacc.dll ntmarta.dll Wldap32.dll setupapi.dll cfgmgr32.dll devobj.dll ,caidao
ntdll.dll ntdll.dll wow64.dll wow64win.dll wow64cpu.dll kernel32.dll kernel32.dll kernel32.dll user32.dll kernel32.dll KernelBase.dll apphelp.dll advapi32.dll gdi32.dll comctl32.dll msvcrt.dll ole32.dll oleaut32.dll shell32.dll user32.dll wininet.dll mfc42u.dll winmm.dll sechost.dll rpcrt4.dll ws2_32.dll combase.dll shlwapi.dll iertutil.dll odbc32.dll winmmbase.dll sspicli.dll cryptbase.dll bcryptprimitives.dll nsi.dll imm32.dll msctf.dll uxtheme.dll riched20.dll usp10.dll msls31.dll riched32.dll dwmapi.dll comctl32.dll clbcatq.dll version.dll oleacc.dll propsys.dll profapi.dll ntmarta.dll dui70.dll imecfm.dll wer.dll SHCore.dll msado15.dll msdart.dll oledb32.dll bcrypt.dll comsvcs.dll msjetoledb40.dll msjet40.dll msjter40.dll crypt32.dll msasn1.dll mswstr10.dll msjint40.dll cryptsp.dll rsaenh.dll dpapi.dll msadox.dll msadrh15.dll msjtes40.dll vbajet32.dll expsrv.dll msdadiag.dll imecfm.dll wer.dll msadce.dll msadcer.dll ,caidao
ntdll.dll ntdll.dll wow64.dll wow64win.dll wow64cpu.dll kernel32.dll kernel32.dll kernel32.dll user32.dll kernel32.dll KernelBase.dll apphelp.dll advapi32.dll comctl32.dll gdi32.dll mfc42u.dll msvcrt.dll ole32.dll oleaut32.dll shell32.dll user32.dll wininet.dll winmm.dll ws2_32.dll sechost.dll rpcrt4.dll odbc32.dll combase.dll shlwapi.dll iertutil.dll winmmbase.dll nsi.dll sspicli.dll cryptbase.dll bcryptprimitives.dll imm32.dll msctf.dll uxtheme.dll riched32.dll riched20.dll usp10.dll msls31.dll dwmapi.dll comctl32.dll clbcatq.dll version.dll oleacc.dll propsys.dll profapi.dll ntmarta.dll dui70.dll imecfm.dll wer.dll SHCore.dll msado15.dll msdart.dll oledb32.dll bcrypt.dll comsvcs.dll msjetoledb40.dll msjet40.dll msjter40.dll mswstr10.dll msjint40.dll crypt32.dll msasn1.dll dpapi.dll cryptsp.dll rsaenh.dll msadox.dll msadrh15.dll msjtes40.dll vbajet32.dll expsrv.dll msdadiag.dll imecfm.dll wer.dll msadce.dll msadcer.dll ieframe.dll urlmon.dll ieproxy.dll setupapi.dll cfgmgr32.dll devobj.dll ,caidao
ntdll.dll kernel32.dll kernel32.dll user32.dll ntdll.dll wow64.dll wow64win.dll kernel32.dll kernel32.dll wow64cpu.dll KernelBase.dll apphelp.dll advapi32.dll msvcrt.dll sechost.dll rpcrt4.dll sspicli.dll cryptbase.dll bcryptprimitives.dll gdi32.dll user32.dll ole32.dll combase.dll oleaut32.dll shell32.dll windows.storage.dll shlwapi.dll kernel.appcore.dll SHCore.dll powrprof.dll profapi.dll ws2_32.dll nsi.dll comctl32.dll wininet.dll mfc42u.dll winmm.dll winmmbase.dll cfgmgr32.dll devobj.dll odbc32.dll dpapi.dll imm32.dll msctf.dll uxtheme.dll riched32.dll riched20.dll usp10.dll msls31.dll dwmapi.dll comctl32.dll clbcatq.dll version.dll propsys.dll oleacc.dll ntmarta.dll policymanager.dll xmllite.dll msvcp110_win.dll dui70.dll imecfm.dll wer.dll tiptsf.dll msado15.dll msdart.dll oledb32.dll bcrypt.dll comsvcs.dll msjetoledb40.dll msjet40.dll msjter40.dll msjint40.dll mswstr10.dll cryptsp.dll rsaenh.dll msadox.dll msadrh15.dll msjtes40.dll vbajet32.dll expsrv.dll imecfm.dll wer.dll msdadiag.dll msadce.dll msadcer.dll ,caidao
ntdll.dll ntdll.dll wow64.dll wow64win.dll kernel32.dll kernel32.dll kernel32.dll user32.dll wow64cpu.dll kernel32.dll KernelBase.dll advapi32.dll msvcrt.dll sechost.dll rpcrt4.dll sspicli.dll cryptbase.dll bcryptprimitives.dll gdi32.dll user32.dll ole32.dll combase.dll oleaut32.dll shell32.dll windows.storage.dll shlwapi.dll kernel.appcore.dll SHCore.dll powrprof.dll profapi.dll ws2_32.dll nsi.dll comctl32.dll mfc42u.dll wininet.dll winmm.dll odbc32.dll winmmbase.dll cfgmgr32.dll dpapi.dll devobj.dll imm32.dll msctf.dll ,caidao
